Pop Size, Shuffle Rate, Epoch, Seed, Nodes per Layer, Layers
100,200,2000,42,500,
Id, Score, Wins, Win%, Average Points, Average Rounds, Mistakes, Games Played
58,-20.1821,36,0.339623,3.15921,25.1338,515.952,105
6,-20.1768,11,0.152778,2.64026,20.8727,471.959,71
22,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
92,-30.2993,14,0.184211,2.68684,31.6703,650.424,75
14,-17.7637,27,0.306818,3.46134,22.3614,513.006,87
83,-23.4993,15,0.176471,2.67955,24.7083,561.541,84
22,-22.8059,8,0.0851064,2.10158,21.6096,436.145,93
22,-22.7156,4,0.142857,2.16667,22.7394,449.549,27
17,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
27,-17.1284,29,0.318681,2.89499,21.3971,517.696,90
26,-23.2797,11,0.11828,2.70711,23.3524,525.536,92
24,-18.34,10,0.131579,2.86895,18.8405,426.504,75
83,-20.5382,15,0.211268,2.97324,22.7368,539.936,70
22,-17.1616,42,0.388889,2.82641,22.7658,450.83,107
30,-21.5772,8,0.170213,2.69889,22.6804,488.373,46
22,-25.9558,12,0.125,2.0602,25.516,574.208,95
92,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
5,-17.1183,21,0.228261,2.71906,19.4025,469.918,91
30,-29.7858,9,0.166667,2.89553,31.0147,674.325,53
15,-21.9302,4,0.108108,2.37988,21.4722,501.058,36
92,-29.5124,11,0.106796,2.40729,29.0556,603.864,102
6,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
14,-21.2271,9,0.0927835,2.03361,20.1164,425.689,96
81,-17.8391,24,0.289157,2.66897,21.2912,471.253,82
90,-27.6276,10,0.172414,2.73231,28.8082,553.347,57
17,-26.2458,3,0.1875,2.89583,27.8917,679.725,15
58,-37.9177,5,0.0980392,2.46118,37.3396,746.671,50
17,-20.4848,30,0.225564,2.08897,22.085,440.748,132
6,-30.9853,11,0.183333,2.90678,32.5588,652.568,59
41,0,0,0,0,0,0,0
15,-18.019,27,0.293478,2.71058,21.5991,474.708,91
5,-21.9214,15,0.277778,2.89483,25.3718,528.512,53
55,-20.647,20,0.19802,2.41941,22.0268,524.392,100
40,-21.6832,20,0.169492,2.91851,22.9915,520.019,117
27,-20.2437,13,0.361111,2.40159,24.8675,512.132,35
55,0,0,0,0,0,0,0
83,-17.5424,29,0.256637,3.10517,20.7803,489.294,112
27,-27.7207,28,0.301075,3.00362,31.7458,699.346,92
27,-27.2678,3,0.1,2.35287,26.6207,578.29,29
55,0,0,0,0,0,0,0
91,-19.1151,20,0.186916,2.37075,20.2241,434.761,106
14,-18.5873,35,0.388889,3.59376,24.9588,593.069,89
72,-20.1526,14,0.222222,2.67716,22.2742,515.578,62
55,-19.1579,12,0.193548,6.19117,24.22,514.214,61
32,0,0,0,0,0,0,0
91,-21.936,21,0.173554,2.7073,23.1143,504.964,120
9,-28.7353,13,0.139785,2.66141,29.1924,599.138,92
9,-24.1565,9,0.166667,2.31551,24.8054,519.875,53
40,-19.8415,16,0.197531,2.75648,21.5486,486.359,80
46,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0
92,-24.8469,6,0.0923077,2.39736,24.0904,508.377,64
81,-26.1088,10,0.138889,2.53443,26.421,526.688,71
21,-18.9879,20,0.333333,3.06469,23.7192,497.355,59
5,-18.9749,30,0.27027,2.59934,21.9796,462.349,110
17,-20.1375,21,0.196262,2.70667,21.7694,475.093,106
83,-17.727,10,0.163934,2.52077,18.5265,449.058,60
46,0,0,0,0,0,0,0
