Pop Size, Shuffle Rate, Epoch, Seed, Nodes per Layer, Layers
100,200,2000,42,500,
Id, Score, Wins, Win%, Average Points, Average Rounds, Mistakes, Games Played
88,-20.0359,12,0.107143,2.16039,19.3391,404.628,111
55,0,0,0,0,0,0,0
5,-24.9542,26,0.230089,3.18774,27.7438,652.615,112
6,-19.4307,28,0.383562,3.17656,25.2785,586.295,72
22,-30.6699,7,0.0864198,1.71049,29.1088,513.549,80
91,0,0,0,0,0,0,0
83,-24.5954,9,0.1125,2.05,23.8954,485.229,79
58,0,0,0,0,0,0,0
5,-34.3698,12,0.235294,2.93216,37.0078,792.196,50
15,0,0,0,0,0,0,0
91,-30.2953,11,0.101852,2.65749,29.9898,660.675,107
91,-24.8623,21,0.177966,2.61299,26.0346,547.968,117
90,-17.5757,23,0.186992,2.42896,18.7445,391.468,122
90,-24.2576,21,0.198113,3.04627,26.2661,544.709,105
40,-20.3692,10,0.153846,2.69231,21.1385,483.965,64
83,-22.3995,2,0.0322581,1.30883,19.3535,333.014,61
9,-27.5298,8,0.140351,2.99593,28.3327,611.458,56
17,-18.6864,23,0.270588,2.71387,21.812,459.364,84
90,-28.8415,8,0.133333,2.81497,29.3232,636.099,59
99,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0
41,-21.0412,24,0.228571,2.47994,23.0926,468.903,104
55,-19.773,40,0.307692,2.93095,23.8578,507.53,129
55,-29.8778,3,0.0526316,1.42137,27.3518,450.855,56
89,-19.7827,19,0.253333,3.30324,23.1526,548.725,74
40,-19.236,14,0.164706,2.68557,20.2157,450.543,84
27,0,0,0,0,0,0,0
72,-17.5552,22,0.22,3.14313,20.0983,487.132,99
46,-24.7744,12,0.096,2.14142,23.8358,470.291,124
33,-18.6389,15,0.234375,3.03001,21.3564,505.672,63
83,0,0,0,0,0,0,0
21,-20.2646,32,0.367816,3.39735,26.0183,588.103,86
99,0,0,0,0,0,0,0
14,-23.1111,8,0.145455,2.73098,23.7512,552.777,54
83,-19.7284,21,0.313433,3.29218,24.2892,549.424,66
30,0,0,0,0,0,0,0
9,-19.5274,25,0.238095,2.69652,21.9858,433.615,104
33,-25.8459,18,0.185567,2.7325,27.2897,569.82,96
99,-19.9202,28,0.28,2.92899,23.4492,540.306,99
14,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0
21,-17.2859,32,0.258065,2.3574,19.8046,405.842,123
22,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
41,-20.8514,8,0.115942,2.25767,20.428,454.9,68
17,0,0,0,0,0,0,0
72,-22.8885,17,0.2,2.84902,24.7375,566.68,84
6,-7.78076e+06,25,0.362319,-7.78073e+06,28.4267,578.766,68
17,-27.7605,18,0.216867,2.50676,29.6046,657.944,82
90,0,0,0,0,0,0,0
55,-19.2742,27,0.243243,4.4873,23.6264,541.929,110
30,-24.5051,19,0.231707,2.55029,26.6896,553.085,81
55,-29.0969,8,0.123077,2.66106,29.2195,614.738,64
40,-21.3986,7,0.109375,2.14137,20.7274,423.212,63
46,-23.0179,25,0.252525,3.22191,26.2903,604.355,98
33,-23.1842,0,0,2.48158,20.6658,447.097,19
14,-24.8197,11,0.13253,3.1459,25.6162,564.017,82
