Pop Size, Shuffle Rate, Epoch, Seed, Nodes per Layer, Layers
100,200,2000,42,500,
Id, Score, Wins, Win%, Average Points, Average Rounds, Mistakes, Games Played
32,-18.4485,14,0.186667,2.98937,20.1712,449.808,74
9,-17.2807,15,0.197368,2.39526,18.6233,376.592,75
55,-19.9376,11,0.141026,2.82401,20.5821,526.461,77
6,-20.7473,25,0.277778,2.47041,23.7733,490.274,89
83,-17.5535,24,0.48,3.77918,25.9327,645.192,49
27,0,0,0,0,0,0,0
22,-24.1669,19,0.202128,2.98936,26.1988,591.174,93
6,-24.16,14,0.179487,3.01349,25.7632,549.896,77
71,0,0,0,0,0,0,0
9,-20.9618,22,0.328358,3.1384,25.6673,549.029,66
41,-21.4421,20,0.150376,1.93279,21.3824,438.855,132
46,-18.1094,8,0.142857,2.7461,18.7127,392.64,55
91,-19.5714,2,0.0952381,2.03095,18.5071,368.926,20
88,-27.9774,10,0.136986,2.44197,28.1591,558.536,72
83,-17.5401,9,0.102273,2.17555,16.7611,379.371,87
71,0,0,0,0,0,0,0
99,-18.7379,11,0.211538,3.16629,21.135,463.542,51
90,-20.8012,22,0.309859,2.70181,24.7002,498.338,70
17,-29.679,6,0.12766,2.63414,29.8663,665.309,46
5,-23.4669,9,0.107143,2.49182,23.1016,460.518,83
46,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
83,-18.8788,25,0.16129,2.15111,19.2557,392.093,154
9,-26.769,30,0.319149,3.23702,31.389,681.708,93
32,-20.2232,21,0.233333,2.5814,22.4713,466.175,89
14,-20.0928,20,0.15625,2.35796,20.5757,430.437,127
15,-20.9948,18,0.268657,2.61918,23.9871,519.047,66
15,0,0,0,0,0,0,0
33,-27.3754,17,0.155963,4.97384,30.4685,652.852,108
81,-21.1449,4,0.121212,2.52841,21.0975,566.933,32
55,-18.5968,26,0.240741,2.89339,21.305,487.29,107
55,-22.9414,26,0.313253,3.30179,27.5082,614.036,82
14,0,0,0,0,0,0,0
55,-23.7986,6,0.09375,2.68502,23.3586,546.732,63
14,-20.9167,14,0.237288,3.07978,23.7423,593.673,58
40,0,0,0,0,0,0,0
58,-31.9186,3,0.0638298,2.28585,30.481,616.223,46
24,-18.5876,34,0.300885,2.29851,21.9038,446.097,112
33,-18.124,38,0.294574,3.09641,22.1118,532.878,128
9,-26.3982,22,0.162963,2.63378,27.2913,544.039,134
55,-23.5944,11,0.134146,2.43842,23.7157,523.43,81
5,-23.876,13,0.2,3.08149,25.9575,588.54,64
