Pop Size, Shuffle Rate, Epoch, Seed, Nodes per Layer, Layers
100,200,2000,42,500,
Id, Score, Wins, Win%, Average Points, Average Rounds, Mistakes, Games Played
27,-59.1385,3,0.0352941,1.83417,56.6786,1075.81,84
46,-36.9761,34,0.4,3.16723,43.1433,848.393,84
71,-64.7441,13,0.216667,3.47542,67.5528,1552.14,59
58,-25.3525,43,0.248555,2.73619,28.0597,567.976,172
21,-38.6745,13,0.109244,2.1957,38.0551,767.214,118
30,-30.7369,27,0.254717,3.01491,33.8462,724.275,105
58,-66.1527,2,0.0689655,2.68719,65.2192,1326.79,28
40,-31.979,25,0.423729,3.73115,39.1847,860.125,58
14,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0
17,-68.9751,3,0.0545455,1.62997,66.696,1097.12,54
55,-58.679,9,0.257143,3.47143,62.2933,1274.32,34
58,-40.7307,25,0.280899,3.18833,44.537,996.903,88
91,-28.4836,29,0.467742,3.40799,36.2464,755.812,61
6,-59.3392,15,0.189873,2.54447,60.6811,1185.48,78
72,-30.0938,4,0.0449438,1.64632,27.639,575.927,88
14,-94.5667,3,0.5,4.8,104.367,2173.5,5
9,-38.2985,21,0.308824,3.61414,43.0891,1030.64,67
71,-27.4031,18,0.139535,2.01696,27.2108,485.106,128
46,-31.0029,7,0.112903,2.32099,30.582,651.386,61
30,-27.277,5,0.104167,2.25887,26.6192,545.466,47
6,-39.8221,31,0.382716,2.7338,45.2102,922.549,80
40,0,0,0,0,0,0,0
33,-36.9593,10,0.175439,2.6792,38.1472,752.411,56
33,-39.5634,1,0.0243902,1.4628,36.514,638.44,40
55,-73.3463,2,0.0909091,2.98701,73.1515,1521.34,21
83,-21.3156,9,0.0775862,1.59378,19.4611,368.529,115
5,-32.5278,14,0.0972222,2.21455,31.6868,597.388,143
99,0,0,0,0,0,0,0
88,-85.2951,13,0.302326,2.74972,89.0914,1705.16,42
90,0,0,0,0,0,0,0
90,-30.2559,57,0.407143,4.01876,37.4175,846.252,139
14,0,0,0,0,0,0,0
55,-30.385,16,0.135593,2.41337,30.5102,611.392,117
22,-32.0735,20,0.169492,2.65529,33.1186,718.516,117
89,-23.8358,21,0.233333,3.39251,26.895,604.05,89
6,-42.6181,4,0.105263,2.20839,41.9317,776.463,37
55,-29.5685,17,0.253731,3.47806,33.1212,703.56,66
15,-25.7886,1,0.0196078,1.29922,22.48,385.6,50
6,0,0,0,0,0,0,0
14,-37.8589,12,0.218182,2.92929,40.1519,801.334,54
55,-108452,5,0.050505,-108418,29.573,521.878,98
55,-25.0339,24,0.201681,2.7187,26.7862,531.711,118
99,-22.223,8,0.216216,2.96922,24.5165,553.679,36
14,0,0,0,0,0,0,0
55,-23.8485,29,0.194631,2.60584,25.3469,537.028,148
27,-29.2753,12,0.155844,2.13568,29.5279,559.116,76
40,-39.6651,3,0.0447761,1.66373,37.2243,646.672,66
55,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
21,-101062,11,0.169231,-101034,26.1639,574.39,64
58,0,0,0,0,0,0,0
46,-59.9465,14,0.411765,3.69251,66.8743,1333.41,33
81,-28.3726,6,0.0731707,1.6218,26.4578,526.203,81
14,0,0,0,0,0,0,0
17,-30.7511,21,0.233333,2.79788,33.2156,706.603,89
55,-35.5094,27,0.473684,4.23872,44.2218,946.009,56
15,0,0,0,0,0,0,0
6,-33.1563,24,0.263736,3.26789,36.6989,711.562,90
17,-34.4332,28,0.198582,2.01732,35.4221,705.428,140
27,-26.0947,24,0.571429,4.28513,36.8084,885.053,41
58,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0
14,-23.9514,21,0.411765,3.80863,30.9953,701.68,50
83,-36.7816,24,0.296296,2.71698,40.4245,875.195,80
14,-38.6986,3,0.0526316,2.51911,37.2704,748.809,56
41,-29.606,12,0.15,1.96867,29.5747,578.383,79
30,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
90,-38.1493,14,0.237288,2.79427,40.6894,740.036,58
6,-30.8056,2,0.0206186,1.48722,27.7052,496.314,96
40,-42.7962,9,0.0947368,2.11624,41.8072,761.615,94
14,-49.8462,24,0.369231,3.79183,56.0226,1248.82,64
22,-28.3421,19,0.333333,3.9765,33.9853,750.74,56
90,-29.6786,23,0.270588,1.95588,32.0462,556.304,84
21,0,0,0,0,0,0,0
72,-52.8941,20,0.540541,4.43919,63.1441,1377.66,36
83,-47.36,9,0.109756,2.60915,47.1643,941.429,81
17,-39.9395,14,0.126126,2.03145,39.4934,741.366,110
55,0,0,0,0,0,0,0
55,-23.6009,34,0.373626,3.89292,29.9663,682.508,90
17,0,0,0,0,0,0,0
22,-42.4688,6,0.113208,2.48549,42.2184,794.932,52
91,-39.7849,23,0.328571,3.54513,44.9015,978.943,69
83,-25.6158,19,0.139706,1.81656,25.2265,415.451,135
30,0,0,0,0,0,0,0
14,-55.0754,11,0.289474,2.26814,58.133,1113.92,37
90,0,0,0,0,0,0,0
15,-37.5667,20,0.243902,2.9875,40.4322,774.443,81
91,-21.9467,23,0.333333,3.61786,27.2312,639.799,68
55,-42.013,12,0.129032,1.89446,41.4881,808.198,92
27,-21.3358,28,0.197183,2.48027,22.7597,467.179,141
58,-28.4698,6,0.103448,2.15396,27.6927,539.846,57
17,-40.2046,5,0.0943396,1.48295,38.5744,696.025,52
30,-45.3037,9,0.15,1.93814,45.2418,797.71,59
5,0,0,0,0,0,0,0
30,-36.6046,15,0.15,1.8097,36.4143,650.208,99
58,0,0,0,0,0,0,0
6,-31.421,20,0.238095,3.06182,34.2447,692.514,83
