Pop Size, Shuffle Rate, Epoch, Seed, Nodes per Layer, Layers
100,200,2000,42,500,
Id, Score, Wins, Win%, Average Points, Average Rounds, Mistakes, Games Played
23,-26.964,22,0.22,2.51646,28.8805,575.726,99
46,0,0,0,0,0,0,0
74,-23.2383,16,0.158416,2.69901,24.1056,477.615,100
59,-23.657,26,0.226087,2.78116,25.9599,565.115,114
6,0,0,0,0,0,0,0
18,-24.5534,4,0.0373832,2.2213,22.5224,596.652,106
30,-27.5661,19,0.25,2.72333,30.2895,588.207,75
75,-38.9519,6,0.0594059,2.30297,37.443,978.012,100
77,-33.7624,13,0.136842,2.71736,34.2166,763.14,94
37,-41.6106,7,0.0833333,2.22533,40.5026,940.645,83
1,-27.7358,6,0.113208,2.35305,27.353,600.445,52
76,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0
59,-38.9413,10,0.277778,2.86667,42.3635,922.264,35
22,-40.0938,7,0.118644,2.37843,39.8451,365.843,58
14,0,0,0,0,0,0,0
14,-31.8913,16,0.166667,2.45395,32.6786,436.323,95
21,0,0,0,0,0,0,0
94,-30.7366,9,0.0857143,2.14084,29.5917,710.262,104
55,0,0,0,0,0,0,0
82,-22.671,23,0.258427,2.95199,25.7915,543.561,88
65,-22.9368,39,0.364486,3.33142,28.5579,606.034,106
63,-22.4758,42,0.358974,3.09041,27.7457,608.664,116
65,-27.6215,12,0.137931,2.417,27.7971,608.758,86
67,0,0,0,0,0,0,0
17,-32.0299,15,0.267857,2.95422,35.3412,763.295,55
35,0,0,0,0,0,0,0
40,-29.969,9,0.0576923,2.13309,28.2559,675.761,155
61,-24.7791,15,0.205479,2.77949,26.6682,535.639,72
44,-28.3611,7,0.0972222,2.37559,27.6811,657.646,71
54,-30.9286,26,0.2,2.4099,32.3385,693.495,129
78,-29.4957,10,0.1,1.85646,28.3521,507.961,99
81,-33.4678,1,0.0151515,1.58951,30.3604,286.56,65
91,-34.0496,2,0.016,1.37348,30.7431,289.736,124
76,-36.6825,1,0.0138889,1.48181,33.4421,285.01,71
51,-25.7243,7,0.411765,2.97426,31.9338,552.426,16
58,0,0,0,0,0,0,0
27,-28.3547,12,0.169014,2.52616,29.2612,682.698,70
1,-40.2874,13,0.19403,2.58096,41.749,889.131,66
34,-35.7496,6,0.171429,2.67647,36.8546,785.257,34
22,-30.1079,12,0.193548,2.80724,31.7861,733.432,61
22,-26.8992,7,0.0804598,2.12497,25.6334,369.305,86
16,-24.8236,7,0.122807,2.29699,24.5768,609.332,56
18,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0
67,-22.6622,12,0.20339,2.65254,24.3825,475.685,58
61,-28.5934,1,0.0175439,2.2948,26.239,673.23,56
90,-24.25,3,0.15,1.84474,24.0947,285.495,19
38,-26.7382,11,0.146667,2.19171,26.8632,508.947,74
5,0,0,0,0,0,0,0
33,-44.5017,1,0.0238095,1.8403,41.8182,881.162,41
52,-43.361,9,0.169811,2.5029,44.2602,732.894,52
46,0,0,0,0,0,0,0
88,-36.659,15,0.168539,2.79264,37.8224,818.394,88
26,-31.0698,14,0.225806,3.2927,33.8786,751.25,61
6,-27.048,29,0.27619,2.95256,30.5244,592.821,104
30,-31.2231,11,0.255814,3.20598,34.5454,815.995,42
41,-26.771,11,0.122222,2.34132,26.5568,622.221,89
66,-28.8767,32,0.390244,3.51987,35.2014,495.578,81
42,-42.4323,3,0.0545455,2.29764,40.8209,1043.32,54
79,-23.6581,23,0.219048,2.72454,25.7636,565.544,104
31,0,0,0,0,0,0,0
71,-40.9309,17,0.303571,2.92987,44.9321,974.427,55
97,-30.6659,21,0.230769,3.06532,33.3466,593.506,90
71,-23.0102,38,0.306452,2.94414,27.0834,551.891,123
39,-29.2524,24,0.20339,2.6989,31.0191,678.501,117
89,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
73,-25.8936,10,0.208333,2.4867,27.547,502.373,47
28,-24.1911,40,0.32,3.14742,28.7385,573.341,124
33,-25.4142,18,0.227848,2.85849,27.8296,601.691,78
58,-33.8883,18,0.24,2.59387,36.2822,635.238,74
56,-23.1001,8,0.126984,2.30492,22.9447,519.815,62
43,-25.7886,11,0.164179,2.60222,26.6744,383.051,66
80,-28.3284,11,0.126437,1.90444,27.7616,505.637,86
41,-23.1439,19,0.296875,3.33085,27.4122,635.212,63
33,-23.3032,30,0.263158,2.73412,26.3005,511.097,113
92,0,0,0,0,0,0,0
27,-37.5738,16,0.275862,2.89716,40.9882,846.893,57
85,-27.6108,14,0.16092,2.47862,28.3078,633.408,86
83,-25.8875,11,0.108911,2.28772,25.3535,343.623,100
39,-33.7981,32,0.32,3.26353,38.4616,807.944,99
24,-35.0957,16,0.175824,2.53492,36.1471,765.409,90
75,-25.5861,8,0.1,2.18117,24.7673,527.498,79
69,-30.6095,1,0.0106383,1.50252,27.3247,259.169,93
43,-29.4669,20,0.176991,2.72148,30.7282,670.297,112
17,-44.1212,7,0.122807,2.10526,43.6826,433.191,56
93,0,0,0,0,0,0,0
99,-38.9453,3,0.0483871,1.89662,36.8096,831.471,61
93,-30.9176,12,0.24,2.97592,33.6935,662.544,49
2,-29.2899,8,0.117647,2.47278,29.1157,532.016,67
56,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
25,-37.0507,1,0.0175439,1.63377,34.0354,330.386,56
67,-33.3481,2,0.0240964,1.59051,30.4205,306.039,82
92,0,0,0,0,0,0,0
9,-41.5796,5,0.0480769,1.75896,39.3001,390.162,103
