Pop Size, Shuffle Rate, Epoch, Seed, Nodes per Layer, Layers
50,20,500,42,1000,
Id, Score, Wins, Win%, Average Points, Average Rounds, Mistakes, Games Played
13,0,0,0,0,0,0,0
19,-44.9581,11,0.196429,2.09935,45.9861,839.022,55
48,0,0,0,0,0,0,0
41,-46.1729,8,0.235294,2.5615,48.4403,966.989,33
15,0,0,0,0,0,0,0
38,-43.5691,10,0.47619,3.56429,51.6571,1052.62,20
14,-47.2309,13,0.213115,2.99071,49.4839,1077,60
47,-49.1835,5,0.172414,2.85961,50.4914,1123.47,28
40,0,0,0,0,0,0,0
5,-62.3508,5,0.0819672,2.1541,61.1443,1152.94,60
10,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
1,-62.6765,9,0.176471,2.43882,63.6447,1470.97,50
33,-60.9393,16,0.285714,2.90325,64.5568,1624.71,55
43,-64.9595,6,0.285714,2.37857,68.0524,1562.75,20
46,-54.9236,2,0.0689655,1.9532,53.2562,1055.81,28
2,-94.2091,0,0,1.12727,90.3364,561.827,10
42,0,0,0,0,0,0,0
29,-69.4365,9,0.25,2.34524,71.7817,1365.99,35
14,0,0,0,0,0,0,0
5,-57.0395,4,0.2,2.39737,58.4368,1096.11,19
22,-51.1132,2,0.0307692,1.59183,48.3204,711.68,64
37,-51.0114,11,0.157143,2.3,51.4543,995.9,69
21,-54.0038,11,0.22449,2.5102,56.0038,1064.98,48
11,-64.2817,3,0.0789474,2.05619,62.9168,1079.88,37
45,-62.2244,0,0,1.08442,58.3088,406.993,76
28,-56.8672,22,0.415094,3.23984,63.4089,1344.99,52
18,-54.3189,19,0.279412,2.39486,57.302,1052.14,67
6,0,0,0,0,0,0,0
15,-58.8114,12,0.210526,2.5307,60.5526,1221.45,56
36,-44.3891,12,0.162162,2.46779,45.1002,905.939,73
8,-54.4037,12,0.352941,3.03298,59.4955,1236.91,33
41,-57.1098,12,0.190476,2.66385,58.5832,1302.92,62
44,-52.2024,13,0.282609,2.63188,55.4865,1246.23,45
22,-54.5313,6,0.115385,1.99246,53.8315,914.71,51
40,-67.2301,0,0,1.30398,63.5341,437.831,32
32,-53.3092,4,0.097561,2.05976,52.3201,985.944,40
9,-72.7685,3,0.107143,2.31217,72.2235,1219.63,27
27,-43.8777,4,0.105263,2.00285,42.9858,830.397,37
20,0,0,0,0,0,0,0
6,-54.1439,10,0.37037,2.97009,59.5214,1342.36,26
9,-142.071,0,0,1.42857,138.5,860.446,7
6,-91.4926,0,0,0.986505,87.4791,531.83,38
2,-45.5167,1,0.04,1.49667,42.8133,636.795,24
18,0,0,0,0,0,0,0
31,-46.1008,8,0.228571,2.64286,48.3151,1028.17,34
23,0,0,0,0,0,0,0
3,-67.7161,3,0.0967742,1.87957,66.5312,1207.34,30
12,-54.8421,13,0.224138,2.47126,56.7961,1147.33,57
17,-87.2894,3,0.103448,2.12685,86.4852,1625.03,28
