Pop Size, Shuffle Rate, Epoch, Seed, Nodes per Layer, Layers
50,20,500,42,1000,
Id, Score, Wins, Win%, Average Points, Average Rounds, Mistakes, Games Played
42,-33.7319,29,0.261261,2.73882,36.6959,767.181,110
17,0,0,0,0,0,0,0
23,-38.4444,4,0.111111,2.33809,38.0048,835.35,35
32,-34.8636,4,0.363636,2.69091,39.8273,873.455,10
36,-49.0273,4,0.363636,2.50909,53.8091,1007.52,10
2,-38.7196,11,0.135802,2.62269,39.0583,925.144,80
8,-32.8885,9,0.166667,1.96226,33.1841,685.356,53
13,0,0,0,0,0,0,0
33,-57.9921,1,0.05,2,55.9921,1029.77,19
18,-48.4407,15,0.2,2.13315,49.5739,934.969,74
40,-36.1692,21,0.313433,3.04613,40.4839,950.071,66
6,-42.3831,5,0.15625,2.64113,43.1492,937.94,31
29,-43.3311,5,0.116279,2.22148,42.8782,900.366,42
12,-52.8918,2,0.0909091,2.10173,51.8117,912.972,21
6,-48.1098,3,0.0909091,2.15436,47.0824,889.597,32
23,-36.3945,16,0.195122,2.42231,37.7192,814.342,81
6,-32.5465,13,0.236364,2.54714,34.8209,779.723,54
21,0,0,0,0,0,0,0
43,-34.9286,6,0.285714,2.5,38.1429,732.693,20
25,-33.7434,7,0.212121,2.67235,35.6581,723.327,32
18,0,0,0,0,0,0,0
10,-35.6718,12,0.244898,2.48087,38.0506,810.102,48
40,-32.0442,18,0.315789,2.91604,36.276,755.376,56
14,-34.6434,16,0.242424,2.55501,37.0469,849.904,65
48,-54.4123,7,0.21875,2.80948,56.5968,1240.48,31
12,0,0,0,0,0,0,0
1,-52.4811,6,0.181818,2.62689,53.7443,1076.24,32
18,-33.9476,1,0.0277778,2.01587,31.519,663.852,35
2,-50.7831,11,0.146667,2.14054,50.8569,921.561,74
22,-36.6786,23,0.343284,2.82067,41.365,905.998,66
22,-46.2387,5,0.142857,2.20168,46.2975,1148.49,34
40,-36.4224,11,0.229167,2.78635,38.7921,763.419,47
6,-34.8062,6,0.25,2.68116,37.4873,826.227,23
3,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
44,-36.4712,8,0.186047,2.27187,37.464,929.342,42
31,-55.2857,4,0.08,1.95592,53.8416,1096.54,49
20,-35.3396,5,0.108696,2.03527,34.5488,771.835,45
20,-39.6332,8,0.170213,2.32192,40.3594,786.58,46
28,0,0,0,0,0,0,0
18,-44.8669,13,0.26,2.76,47.8269,1030.9,49
41,-35.7549,9,0.219512,2.74268,37.8878,837.934,40
22,0,0,0,0,0,0,0
15,-34.1359,22,0.26506,2.70923,37.1463,839.925,82
37,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0
37,-35.1107,4,0.173913,3.0079,36.5968,829.291,22
42,-36.3333,3,0.0967742,2.39032,35.6591,748.848,30
44,-35.9784,11,0.180328,2.05246,36.6374,749.393,60
